"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons"
"giddy-sweep-1","finished","-","","","2024-07-26T04:12:37.000Z","17","kw8wqlxb","elu","27","0.4908633896108191","500","","","0.05308827789409378","","","","std","","","","","","","","","","2","adamw","none","","","","","","176","63","maintain","0.8430656232389677","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","-0.17609920828343162","1.3832093477249146","0.4711825581988788","0.2796478867530823","-0.17599748923234793","1.382970094680786","Input Layer: 10 neurons
Hidden Layer 1: 140 neurons
Hidden Layer 2: 140 neurons
Output Layer: 1 neuron","140","140","","",""
"elated-sweep-1","failed","-","","","2024-07-26T04:03:40.000Z","8","pth7efj9","leaky_relu","23","0.31661486389173593","500","","","0.047720700159014","","","","std","","","","","","","","","","3","sgd","none","","","","","","","","maintain","0.8115526807773628","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","462","","","","224","","","1.2785315526442913","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"dauntless-sweep-1","failed","-","","","2024-07-26T03:56:49.000Z","7","z3enpj4i","elu","85","0.6788905518943302","500","","","0.0820348132231332","","","","none","","","","","","","","","","2","adamw","none","","","","","","","","maintain","0.7598608004251878","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","","","","147","","","1.3320213091551014","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"robust-sweep-1","failed","-","","","2024-07-26T03:42:32.000Z","5","sa4iz3ce","elu","66","0.5888873362867071","500","","","0.07293688431996534","","","","none","","","","","","","","","","3","rmsprop","none","","","","","","","","compress","0.8054083963944579","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","280","","","","230","","","1.29658054733106","","","false","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"zesty-sweep-13","failed","-","","","2024-07-26T03:35:40.000Z","6","wx12yq56","softplus","46","0.3439903093898322","500","","","0.02066720114159163","","","","min-max","","","","","","","","","","2","adamw","none","","","","","","","","expand","0.7035929747882471","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","486","","","","96","","","1.4249351712734943","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"restful-sweep-12","failed","-","","","2024-07-26T03:35:04.000Z","26","wx12yq56","elu","13","0.33287625475279015","500","","","0.05800831110748535","","","","std","","","","","","","","","","4","rmsprop","none","","","","","","","","expand","0.6805178114796775","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","189","","","","212","","","1.4406260022473236","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"rural-sweep-11","failed","-","","","2024-07-26T03:34:29.000Z","26","wx12yq56","elu","60","0.3633826064772223","500","","","0.03867392234516964","","","","none","","","","","","","","","","2","rmsprop","none","","","","","","","","maintain","0.3628612321994289","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","223","","","","30","","","1.8947037227804655","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"desert-sweep-10","failed","-","","","2024-07-26T03:33:53.000Z","26","wx12yq56","relu","79","0.5888829457875033","500","","","0.08221761331890408","","","","min-max","","","","","","","","","","3","sgd","none","","","","","","","","expand","0.0373578364258609","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","285","","","","156","","","1.0433086009571932","","","false","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"stellar-sweep-9","failed","-","","","2024-07-26T03:33:17.000Z","27","wx12yq56","leaky_relu","60","0.31851285018326925","500","","","0.009979695851798268","","","","none","","","","","","","","","","4","adamw","none","","","","","","","","maintain","0.3894235416932547","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","","","234","","","1.0805838806838213","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"frosty-sweep-8","failed","-","","","2024-07-26T03:32:37.000Z","31","wx12yq56","leaky_relu","90","0.5160433148817234","500","","","0.00034500761413811394","","","","std","","","","","","","","","","3","sgd","none","","","","","","","","expand","0.23881908526138176","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","447","","","","255","","","1.125839346036465","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"copper-sweep-7","failed","-","","","2024-07-26T03:32:00.000Z","26","wx12yq56","leaky_relu","17","0.4709263909453956","500","","","0.020212211972310337","","","","std","","","","","","","","","","3","sgd","none","","","","","","","","compress","0.12370694089183912","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","212","","","1.8486244226700432","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"peachy-sweep-6","failed","-","","","2024-07-26T03:31:24.000Z","26","wx12yq56","leaky_relu","27","0.3697940346585517","500","","","0.03363639261404501","","","","std","","","","","","","","","","4","adamw","none","","","","","","","","maintain","0.774703315435539","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","","","","125","","","1.1719885612524286","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"lucky-sweep-5","failed","-","","","2024-07-26T03:30:49.000Z","25","wx12yq56","softplus","32","0.5350674345811773","500","","","0.0934907841863761","","","","none","","","","","","","","","","4","adamw","none","","","","","","","","expand","0.23152690939731216","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","","","","221","","","1.7402884783790775","","","false","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"fast-sweep-4","failed","-","","","2024-07-26T03:30:13.000Z","26","wx12yq56","relu","84","0.44713910846973465","500","","","0.08689621536081694","","","","min-max","","","","","","","","","","3","rmsprop","none","","","","","","","","expand","0.325035540630719","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","","","","203","","","1.971344641338444","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"different-sweep-3","failed","-","","","2024-07-26T03:29:37.000Z","28","wx12yq56","softplus","26","0.4839911765293954","500","","","0.026714575946859068","","","","none","","","","","","","","","","2","adamw","none","","","","","","","","expand","0.4859179420191754","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","113","","","1.4362398561898","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"unique-sweep-2","failed","-","","","2024-07-26T03:29:00.000Z","27","wx12yq56","leaky_relu","33","0.5115088768477909","500","","","0.021408065378565263","","","","min-max","","","","","","","","","","3","adam","none","","","","","","","","compress","0.4226247238315724","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","482","","","","29","","","1.227971533676322","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"fresh-sweep-1","failed","-","","","2024-07-26T03:28:25.000Z","25","wx12yq56","elu","48","0.4838741018878823","500","","","0.0939888513689455","","","","none","","","","","","","","","","4","sgd","none","","","","","","","","maintain","0.531935378711597","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","","","","108","","","1.587575247520704","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"feasible-sweep-10","failed","-","","","2024-07-26T03:21:31.000Z","26","vf1xs5ti","softplus","75","0.6836244768307456","500","","","0.02918347033724166","","","","none","","","","","","","","","","3","adam","none","","","","","","","","compress","0.36053820702539","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","434","","","","236","","","1.1032482731593225","","","false","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"sandy-sweep-9","failed","-","","","2024-07-26T03:20:55.000Z","26","vf1xs5ti","relu","21","0.48968522585949026","500","","","0.08886112477821159","","","","std","","","","","","","","","","2","adamw","none","","","","","","","","maintain","0.4535432370795224","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","286","","","","61","","","1.6249007985023165","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"solar-sweep-8","failed","-","","","2024-07-26T03:20:20.000Z","26","vf1xs5ti","elu","28","0.34469268411367415","500","","","0.08827374174737644","","","","min-max","","","","","","","","","","2","rmsprop","none","","","","","","","","compress","0.35550107870334685","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","","","","191","","","1.0881472759738422","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"daily-sweep-7","failed","-","","","2024-07-26T03:19:44.000Z","26","vf1xs5ti","softplus","35","0.6125441796574704","500","","","0.04536815845873159","","","","std","","","","","","","","","","3","sgd","none","","","","","","","","compress","0.19961914923249485","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","206","","","","173","","","1.2477300476634146","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"iconic-sweep-6","failed","-","","","2024-07-26T03:19:09.000Z","25","vf1xs5ti","leaky_relu","11","0.582926658150243","500","","","0.0545478602972631","","","","min-max","","","","","","","","","","3","sgd","none","","","","","","","","expand","0.3533361994671608","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","495","","","","191","","","1.87235631622442","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"eager-sweep-5","failed","-","","","2024-07-26T03:18:33.000Z","26","vf1xs5ti","relu","77","0.6921980523620286","500","","","0.003924553040852754","","","","min-max","","","","","","","","","","2","sgd","none","","","","","","","","maintain","0.2275180565932417","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","472","","","","102","","","1.1035553104227536","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"easy-sweep-4","failed","-","","","2024-07-26T03:17:57.000Z","26","vf1xs5ti","relu","100","0.5510170007705093","500","","","0.09649434712898304","","","","min-max","","","","","","","","","","2","adamw","none","","","","","","","","expand","0.1509190048561214","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","","","","28","","","1.987644707658648","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"quiet-sweep-3","failed","-","","","2024-07-26T03:17:22.000Z","25","vf1xs5ti","elu","26","0.5329482732777271","500","","","0.06142420913530329","","","","none","","","","","","","","","","2","adamw","none","","","","","","","","maintain","0.7594131482165237","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","","","126","","","1.9829284963802931","","","true","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"lunar-sweep-2","failed","-","","","2024-07-26T03:16:46.000Z","26","vf1xs5ti","leaky_relu","51","0.4882216415154427","500","","","0.08466144932769736","","","","none","","","","","","","","","","3","sgd","none","","","","","","","","compress","0.4096167596598353","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","409","","","","194","","","1.347410976109033","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"kind-sweep-1","failed","-","","","2024-07-26T03:16:11.000Z","25","vf1xs5ti","leaky_relu","96","0.687839352565557","500","","","0.012175784272996412","","","","std","","","","","","","","","","3","rmsprop","none","","","","","","","","expand","0.0311692468766252","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","","","","28","","","1.3403549702689952","","","false","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"honest-sweep-1","failed","-","","","2024-07-26T03:08:29.000Z","25","l9e15jur","elu","89","0.32739156196836044","500","","","0.08770740769919012","","","","min-max","","","","","","","","","","2","adamw","none","","","","","","","","maintain","0.528763059854306","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","280","","","","217","","","1.4752426161479002","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"glad-sweep-7","failed","-","","","2024-07-26T03:02:11.000Z","16","tb5ch1hy","leaky_relu","32","0.6583026882557707","500","","","0.024368838599163486","","","","std","","","","","","","","","","4","sgd","none","","","","","","","","expand","0.8131685587954237","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","193","","","","34","","","1.4551836443962312","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"floral-sweep-6","failed","-","","","2024-07-26T03:01:36.000Z","26","tb5ch1hy","relu","66","0.3065371498213327","500","","","0.03816025264449957","","","","none","","","","","","","","","","3","adamw","none","","","","","","","","compress","0.5219301355865988","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","351","","","","215","","","1.9369493347078872","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"playful-sweep-5","failed","-","","","2024-07-26T03:01:00.000Z","26","tb5ch1hy","relu","46","0.526969115506577","500","","","0.05683826956340305","","","","min-max","","","","","","","","","","3","adam","none","","","","","","","","maintain","0.3681925021436746","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","436","","","","97","","","1.3218651867624325","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"faithful-sweep-4","failed","-","","","2024-07-26T03:00:25.000Z","26","tb5ch1hy","leaky_relu","80","0.4538438167506944","500","","","0.08878996925183544","","","","none","","","","","","","","","","3","sgd","none","","","","","","","","expand","0.28704401546314096","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","","","","63","","","1.4220809561481924","","","false","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"crisp-sweep-3","failed","-","","","2024-07-26T02:59:49.000Z","27","tb5ch1hy","relu","1","0.5795094183469347","500","","","0.005463250229769816","","","","min-max","","","","","","","","","","4","adamw","none","","","","","","","","maintain","0.5754671384104583","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","398","","","","17","","","1.985236679521668","","","false","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","",""
"playful-sweep-2","failed","-","","","2024-07-26T02:59:13.000Z","26","tb5ch1hy","relu","53","0.51929807009051","500","","","0.011594004411047014","","","","none","","","","","","","","","","3","adamw","none","","","","","","","","maintain","0.052789267391110166","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","","","209","","","1.0749903414756348","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"noble-sweep-1","failed","-","","","2024-07-26T02:58:38.000Z","25","tb5ch1hy","softplus","51","0.5339022134618332","500","","","0.06309759037035859","","","","std","","","","","","","","","","3","rmsprop","none","","","","","","","","compress","0.4433273795800335","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","409","","","","187","","","1.7654384713679594","","","true","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"rose-sweep-1","failed","-","","","2024-07-26T02:49:51.000Z","24","y54bwb49","relu","90","0.3594172038775891","500","","","0.023281216981852315","","","","std","","","","","","","","","","2","rmsprop","none","","","","","","","","maintain","0.3653545067480173","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","254","","","","199","","","1.466157545498487","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","",""
"ancient-sweep-5","finished","-","","","2024-07-25T23:52:27.000Z","12","wq3fcrpj","relu","66","0.62867118186769","500","","","0.08374983066818259","","","","none","","","","","","","","","","2","adam","none","","","","","","227","40","compress","0.3061669035465793","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","7","0.16464949209455082","0.6978104710578918","0.17041974805749238","0.6882033944129944","0.16464949209455082","0.6978104710578918","Input Layer: 10 neurons
Hidden Layer 1: 83 neurons
Hidden Layer 2: 70 neurons
Output Layer: 1 neuron","83","70","","",""
"snowy-sweep-4","finished","-","","","2024-07-25T23:45:53.000Z","391","wq3fcrpj","elu","64","0.42019104025564874","500","","","0.08723554729033033","","","","std","","","","","","","","","","3","rmsprop","none","","","","","","184","59","compress","0.1371521186613222","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","500","-11.395503773302048","153.6485137939453","-8.422309827497266","88.77992248535156","-11.395503773302048","153.6485137939453","Input Layer: 10 neurons
Hidden Layer 1: 141 neurons
Hidden Layer 2: 70 neurons
Hidden Layer 3: 59 neurons
Output Layer: 1 neuron","141","70","59","",""
"jolly-sweep-3","finished","-","","","2024-07-25T23:45:31.000Z","17","wq3fcrpj","leaky_relu","46","0.31722897407410544","500","","","0.00648806623230046","","","","min-max","","","","","","","","","","4","rmsprop","none","","","","","","236","21","expand","0.46325457333053416","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","12","0.6647746737511693","0.11237601935863496","0.737500742504625","0.06890586018562317","0.6647748515559351","0.1123759001493454","Input Layer: 10 neurons
Hidden Layer 1: 139 neurons
Hidden Layer 2: 115 neurons
Hidden Layer 3: 42 neurons
Hidden Layer 4: 218 neurons
Output Layer: 1 neuron","139","115","42","218",""
"woven-sweep-2","finished","-","","","2024-07-25T23:45:05.000Z","22","wq3fcrpj","elu","57","0.5733180552063633","500","","","0.07186450941529429","","","","none","","","","","","","","","","3","adamw","none","","","","","","75","41","compress","0.7352241483205756","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","12","0.022581704327454544","0.9553465247154236","0.07984052677106934","0.8466934561729431","0.022584357035693836","0.955341339111328","Input Layer: 10 neurons
Hidden Layer 1: 52 neurons
Hidden Layer 2: 41 neurons
Hidden Layer 3: 41 neurons
Output Layer: 1 neuron","52","41","41","",""
"fluent-sweep-1","finished","-","","","2024-07-25T23:44:45.000Z","15","wq3fcrpj","leaky_relu","24","0.5192457929824494","500","","","0.09223268368525107","","","","min-max","","","","","","","","","","3","adam","none","","","","","","112","29","expand","0.30351993267836125","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","7","-0.0248909450295145","1.0504014492034912","0.0013335297987502326","0.9973347187042236","-0.0248909450295145","1.0504014492034912","Input Layer: 10 neurons
Hidden Layer 1: 106 neurons
Hidden Layer 2: 101 neurons
Hidden Layer 3: 75 neurons
Output Layer: 1 neuron","106","101","75","",""
"dainty-sweep-22","crashed","-","","","2024-07-25T23:33:04.000Z","0","q8dx1vqa","leaky_relu","55","0.3465508440447231","500","","","0.012426707579253267","","","","none","","","","","","","","","","4","adamw","none","","","","","","140","38","maintain","0.1829737500265486","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"legendary-sweep-21","finished","-","","","2024-07-25T23:32:49.000Z","11","q8dx1vqa","relu","2","0.6928247397668923","500","","","0.07704689321528777","","","","std","","","","","","","","","","3","sgd","none","","","","","","223","37","scaled_layers","0.8944839589689229","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0.7415548342327565","0.06679390370845795","0.872902336238082","0.016153816133737564","0.7415343956505153","0.06680446863174438","Input Layer: 10 neurons
Hidden Layer 1: 127 neurons
Hidden Layer 2: 127 neurons
Hidden Layer 3: 127 neurons
Output Layer: 1 neuron","127","127","127","",""
"exalted-sweep-20","finished","-","","","2024-07-25T23:32:38.000Z","8","q8dx1vqa","relu","14","0.5821341770807598","500","","","0.017364239690552143","","","","std","","","","","","","","","","4","rmsprop","none","","","","","","105","64","scaled_layers","0.829985229456201","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0.34174252063814836","0.4333029091358185","0.3595657632657191","0.4101560115814209","0.3417585480300044","0.433281809091568","Input Layer: 10 neurons
Hidden Layer 1: 94 neurons
Hidden Layer 2: 94 neurons
Hidden Layer 3: 94 neurons
Hidden Layer 4: 94 neurons
Output Layer: 1 neuron","94","94","94","94",""
"true-sweep-19","finished","-","","","2024-07-25T23:32:21.000Z","12","q8dx1vqa","relu","85","0.6755061240969666","500","","","0.08240803499938767","","","","min-max","","","","","","","","","","3","adamw","none","","","","","","128","42","maintain","0.4208898235336538","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0.18176547253974884","0.6695077419281006","0.19043697641154456","0.6553922891616821","0.18176547253974884","0.6695077419281006","Input Layer: 10 neurons
Hidden Layer 1: 98 neurons
Hidden Layer 2: 98 neurons
Hidden Layer 3: 98 neurons
Output Layer: 1 neuron","98","98","98","",""
"fresh-sweep-18","finished","-","","","2024-07-25T23:32:11.000Z","7","q8dx1vqa","relu","67","0.6743615564980239","500","","","0.08393386646912786","","","","min-max","","","","","","","","","","3","rmsprop","none","","","","","","112","28","maintain","0.6666577282938562","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","-15051.42359223258","226575456","0.2787437184043733","0.5202106237411499","Input Layer: 10 neurons
Hidden Layer 1: 51 neurons
Hidden Layer 2: 51 neurons
Hidden Layer 3: 51 neurons
Output Layer: 1 neuron","51","51","51","",""
"devout-sweep-17","finished","-","","","2024-07-25T23:31:55.000Z","10","q8dx1vqa","elu","54","0.6322052625910943","500","","","0.02780420780316235","","","","none","","","","","","","","","","2","rmsprop","none","","","","","","143","44","compress","0.4749627554875578","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","-45.7239075330419","2183.12353515625","-45.75313586157216","2185.855712890625","-45.71290985654421","2182.095947265625","Input Layer: 10 neurons
Hidden Layer 1: 100 neurons
Hidden Layer 2: 50 neurons
Output Layer: 1 neuron","100","50","","",""
"skilled-sweep-16","finished","-","","","2024-07-25T23:29:30.000Z","141","q8dx1vqa","leaky_relu","49","0.41328172658620504","500","","","0.07264261406513689","","","","none","","","","","","","","","","2","rmsprop","none","","","","","","73","14","expand","0.49074086891365626","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173","0.7112815946053981","0.08335831761360168","0.6909586253698826","0.09550657123327257","0.7112373928246132","0.08338384330272675","Input Layer: 10 neurons
Hidden Layer 1: 53 neurons
Hidden Layer 2: 73 neurons
Output Layer: 1 neuron","53","73","","",""
"treasured-sweep-15","finished","-","","","2024-07-25T23:28:38.000Z","49","q8dx1vqa","leaky_relu","38","0.46753433634365194","500","","","0.039113356815947034","","","","min-max","","","","","","","","","","2","sgd","none","","","","","","106","42","scaled_layers","0.059591734587853155","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","0.9593948843335104","0.0016487754182890058","0.9060578378503712","0.008825129829347134","0.9593045063409136","0.0016561232041567564","Input Layer: 10 neurons
Hidden Layer 1: 54 neurons
Hidden Layer 2: 54 neurons
Output Layer: 1 neuron","54","54","","",""
"dashing-sweep-14","finished","-","","","2024-07-25T23:28:28.000Z","7","q8dx1vqa","relu","49","0.32253305274715716","500","","","0.08228958713143293","","","","std","","","","","","","","","","3","rmsprop","none","","","","","","199","39","scaled_layers","0.7413710758713506","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0.17650350242761992","0.678146481513977","0.1811473939848468","0.6705195903778076","0.17650350242761992","0.678146481513977","Input Layer: 10 neurons
Hidden Layer 1: 118 neurons
Hidden Layer 2: 118 neurons
Hidden Layer 3: 118 neurons
Output Layer: 1 neuron","118","118","118","",""
"quiet-sweep-13","finished","-","","","2024-07-25T23:28:13.000Z","11","q8dx1vqa","relu","65","0.340675656998541","500","","","0.0025529822096141655","","","","std","","","","","","","","","","3","rmsprop","none","","","","","","75","49","expand","0.7014453579128522","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0.6979619312217373","0.09122699499130248","0.6400320756486052","0.1295769065618515","0.6979746970196294","0.09121928364038467","Input Layer: 10 neurons
Hidden Layer 1: 57 neurons
Hidden Layer 2: 75 neurons
Hidden Layer 3: 75 neurons
Output Layer: 1 neuron","57","75","75","",""
"smart-sweep-12","finished","-","","","2024-07-25T23:27:05.000Z","65","q8dx1vqa","softplus","16","0.5814041383876074","500","","","0.07388564912040792","","","","none","","","","","","","","","","2","rmsprop","none","","","","","","68","20","maintain","0.4176904082931443","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","0.9918611473766872","0.00006624092202400789","0.6898453748538975","0.09619589149951936","0.9918613158933408","0.00006623817898798734","Input Layer: 10 neurons
Hidden Layer 1: 52 neurons
Hidden Layer 2: 52 neurons
Output Layer: 1 neuron","52","52","","",""
